task,size,subset,positions,balanced_accuracy,macro_f1,auroc,ci95
seed0_init_l2_h_full_C_iid,full,all,20000,0.6086016954012905,0.6058352713685862,0.6595782986626739,"[0.5973166058889419, 0.6197616666292671]"
seed0_init_l2_h_full_D_iid,full,all,20000,0.6259590587957836,0.6259393175928789,0.6745512643041712,"[0.6144950604128668, 0.637100019819402]"
seed0_init_l2_h_full_current_iid,full,all,20000,0.5838316933597403,0.5753379328071249,0.6229348771044655,"[0.5765338396730387, 0.5913063960757303]"
seed0_init_l2_h_full_current_iid,full,current_ne_previous,9976,0.48071909295827187,0.4681401447797025,0.474048760567094,"[0.47216031556949517, 0.4898801834555585]"
seed0_init_l2_h_full_current_transfer,full,all,4979,0.5,0.3199945370117454,0.6316043592219617,"[0.5, 0.5]"
seed0_init_l2_h_full_current_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.4599853365927017,"[0.5, 0.5]"
seed0_init_l2_h_full_previous_iid,full,all,18617,0.6046202313348827,0.6045733065579338,0.6485982809521055,"[0.5959564323322819, 0.6129782068473213]"
seed0_init_l2_h_full_previous_iid,full,current_ne_previous,9976,0.5349276019409046,0.5348783182217098,0.5485668705323983,"[0.5243833732486717, 0.5452632087093684]"
seed0_init_l2_h_full_previous_transfer,full,all,4644,0.5,0.32441082339249344,0.6541261549778757,"[0.5, 0.5]"
seed0_init_l2_h_full_previous_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.550045909090625,"[0.5, 0.5]"
seed0_init_l2_h_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_init_l2_h_full_state_iid,full,all,20000,0.11112003822943634,0.055678482663801314,,"[0.10839501108959501, 0.11386182243132117]"
seed0_init_l2_m_full_A_iid,full,all,20000,0.6108710907002166,0.6109038815768509,0.6542430852684297,"[0.5992133486985345, 0.6223075603302266]"
seed0_init_l2_m_full_B_iid,full,all,20000,0.5996005503334838,0.5995444747006109,0.639379391488771,"[0.5873801319884979, 0.6117565304824769]"
seed0_init_l2_m_full_C_iid,full,all,20000,0.6116062246510564,0.6088106621978473,0.6609919747714786,"[0.6007971389964643, 0.6232281567684311]"
seed0_init_l2_m_full_D_iid,full,all,20000,0.6228170437533325,0.6228194247996228,0.6746554754310478,"[0.6111124916446086, 0.63314471674182]"
seed0_init_l2_m_full_current_iid,full,all,20000,0.5872184224483155,0.5865557338006658,0.6225041698586475,"[0.5795624870737717, 0.5940579203035918]"
seed0_init_l2_m_full_current_iid,full,current_ne_previous,9976,0.48287334921813957,0.4819802203557113,0.4740059535867828,"[0.47337264838653054, 0.4927246646834258]"
seed0_init_l2_m_full_current_transfer,full,all,4979,0.5,0.3199945370117454,0.6229407067317687,"[0.5, 0.5]"
seed0_init_l2_m_full_current_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.4588102638850779,"[0.5, 0.5]"
seed0_init_l2_m_full_previous_iid,full,all,18617,0.6021106354902319,0.5947233769430293,0.6486874468765887,"[0.5935771445496747, 0.6106822415372805]"
seed0_init_l2_m_full_previous_iid,full,current_ne_previous,9976,0.5332605815639782,0.5238862857137752,0.5486881368794395,"[0.5240039888991294, 0.5420143907435924]"
seed0_init_l2_m_full_previous_transfer,full,all,4644,0.5,0.32441082339249344,0.6440968416672549,"[0.5, 0.5]"
seed0_init_l2_m_full_previous_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.5502046689138891,"[0.5, 0.5]"
seed0_init_l2_m_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_init_l2_m_full_state_iid,full,all,20000,0.11107571080186154,0.055166661007299965,,"[0.10840837851627182, 0.11400706301943947]"
seed0_init_l2_u_full_A_iid,full,all,20000,0.6134608075258837,0.6134952898269886,0.6560398197835821,"[0.6017514180409873, 0.6239006252165892]"
seed0_init_l2_u_full_B_iid,full,all,20000,0.6022955617735486,0.6022175554471796,0.6414437524405499,"[0.5905578697444743, 0.6137413799428452]"
seed0_init_l2_u_full_C_iid,full,all,20000,0.6115313366787528,0.6089919280356957,0.6611326703556865,"[0.5999016230847428, 0.6223265337457479]"
seed0_init_l2_u_full_D_iid,full,all,20000,0.6267039074996924,0.6267109915997426,0.6759180252264827,"[0.6150739962805286, 0.6371233556947699]"
seed0_init_l2_u_full_current_iid,full,all,20000,0.5883531236148511,0.5876167269013857,0.624774532988642,"[0.5811859482110311, 0.5951209464526829]"
seed0_init_l2_u_full_current_iid,full,current_ne_previous,9976,0.4846636054651451,0.4836772437003043,0.4766053622475393,"[0.47497163364210826, 0.4945547729296204]"
seed0_init_l2_u_full_current_transfer,full,all,4979,0.5129231844832733,0.3911617758182866,0.6364622415136425,"[0.5078596533480132, 0.5187543014776447]"
seed0_init_l2_u_full_current_transfer,full,current_ne_previous,2530,0.49297800301393646,0.35559997778888336,0.4676889382530544,"[0.485836625400026, 0.49927189083595513]"
seed0_init_l2_u_full_previous_iid,full,all,18617,0.6057574548290068,0.6057155113856156,0.6490818577134934,"[0.5982775439486716, 0.614277712765802]"
seed0_init_l2_u_full_previous_iid,full,current_ne_previous,9976,0.5358317335982945,0.5357795003330362,0.5471216023717881,"[0.5256131899213334, 0.5459514357702442]"
seed0_init_l2_u_full_previous_transfer,full,all,4644,0.5377220325381463,0.41754703101219776,0.6565982813260465,"[0.5288601998482565, 0.5460166497677262]"
seed0_init_l2_u_full_previous_transfer,full,current_ne_previous,2530,0.5160088030446883,0.3903633914836305,0.5493721173997641,"[0.5076980677288787, 0.5243883831915426]"
seed0_init_l2_u_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_init_l2_u_full_state_iid,full,all,20000,0.11195786427935422,0.05631330807143734,,"[0.10910079005355282, 0.11491887671461361]"
seed0_init_l3_h_full_A_iid,full,all,20000,0.6147558286084289,0.6147898116532512,0.6583889506082801,"[0.6043223464462372, 0.625895804138212]"
seed0_init_l3_h_full_B_iid,full,all,20000,0.6032608347605063,0.6032316499102417,0.6442429800620586,"[0.5915044627281237, 0.6152302009353722]"
seed0_init_l3_h_full_C_iid,full,all,20000,0.6112093588994547,0.6083780735983647,0.6626115990543665,"[0.5992642334831447, 0.6220399224730739]"
seed0_init_l3_h_full_D_iid,full,all,20000,0.6252903131536853,0.625313341000462,0.6749889270045066,"[0.6141086235085123, 0.6361987876069317]"
seed0_init_l3_h_full_current_iid,full,all,20000,0.5896928748581223,0.5891761189389559,0.6263656627352991,"[0.5828136080684174, 0.5973809372960026]"
seed0_init_l3_h_full_current_iid,full,current_ne_previous,9976,0.48372161073221237,0.4831138025406472,0.4771482673020589,"[0.47451367759320406, 0.4935137847301691]"
seed0_init_l3_h_full_current_transfer,full,all,4979,0.5,0.3199945370117454,0.6300703933908319,"[0.5, 0.5]"
seed0_init_l3_h_full_current_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.4658938271805568,"[0.5, 0.5]"
seed0_init_l3_h_full_previous_iid,full,all,18617,0.6049320869040984,0.6049026509269539,0.6499029532488578,"[0.5963646091110927, 0.6131089694884296]"
seed0_init_l3_h_full_previous_iid,full,current_ne_previous,9976,0.5347232538771468,0.534679574089142,0.5485445224750715,"[0.5248532670715124, 0.5438783831195763]"
seed0_init_l3_h_full_previous_transfer,full,all,4644,0.5008285004142502,0.32625396859796074,0.6537752497575801,"[0.500201692198337, 0.5016775930071421]"
seed0_init_l3_h_full_previous_transfer,full,current_ne_previous,2530,0.5008019246190858,0.33825832641972936,0.5479170273660683,"[0.5, 0.5020098083705009]"
seed0_init_l3_h_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_init_l3_h_full_state_iid,full,all,20000,0.11055756444710862,0.05577462266765478,,"[0.1079012605440168, 0.11353911332002826]"
seed0_trained_l0_h_coordinate_128_A_iid,up_to_four,all,20000,0.5199891094379856,0.516417415704845,0.5377075549149672,"[0.5123726525344112, 0.5275866651612989]"
seed0_trained_l0_h_coordinate_128_A_iid,single,all,20000,0.5115252441719922,0.4536994012557449,0.5261666494036563,"[0.5055328022132419, 0.5175262406370708]"
seed0_trained_l0_h_coordinate_128_B_iid,up_to_four,all,20000,0.5196483574929424,0.5186941977605641,0.533936991346985,"[0.5126272676270993, 0.5270960135871045]"
seed0_trained_l0_h_coordinate_128_B_iid,single,all,20000,0.5142533314355948,0.5061330400365818,0.5260868812130456,"[0.5069677260933165, 0.5213115544969131]"
seed0_trained_l0_h_coordinate_128_C_iid,up_to_four,all,20000,0.5255928957820336,0.4404470680659941,0.5420427236757027,"[0.5203531354851761, 0.5303990414113428]"
seed0_trained_l0_h_coordinate_128_C_iid,single,all,20000,0.5119758853228885,0.4536677155611323,0.5256447678408356,"[0.5062790161031763, 0.5179548692634071]"
seed0_trained_l0_h_coordinate_128_D_iid,up_to_four,all,20000,0.5337200650609081,0.5321156041172574,0.5357759291943521,"[0.5253175647638817, 0.542081228496286]"
seed0_trained_l0_h_coordinate_128_D_iid,single,all,20000,0.5134856227697797,0.505787902719414,0.5295966259347058,"[0.506504731596155, 0.5200587515224601]"
seed0_trained_l0_h_coordinate_128_current_iid,up_to_four,all,20000,0.513615613334324,0.4114630595886267,0.5370279224399886,"[0.509213159296154, 0.5178573712781138]"
seed0_trained_l0_h_coordinate_128_current_iid,up_to_four,current_ne_previous,9976,0.4946055969825299,0.3917283648384739,0.5080137480746908,"[0.4885682445877549, 0.500231398738402]"
seed0_trained_l0_h_coordinate_128_current_iid,single,all,20000,0.5124584135064989,0.48618784274950233,0.5245778758733644,"[0.5056635516422506, 0.5187783170213399]"
seed0_trained_l0_h_coordinate_128_current_iid,single,current_ne_previous,9976,0.4965969857454765,0.47218570682698086,0.4981781509956944,"[0.4883439048241269, 0.5047580582197266]"
seed0_trained_l0_h_coordinate_128_current_transfer,up_to_four,all,4979,0.5,0.34615889691398555,0.562100357698682,"[0.5, 0.5]"
seed0_trained_l0_h_coordinate_128_current_transfer,up_to_four,current_ne_previous,2530,0.5,0.33648046157880934,0.5073976452292985,"[0.5, 0.5]"
seed0_trained_l0_h_coordinate_128_current_transfer,single,all,4979,0.5,0.34615889691398555,0.5411701597824404,"[0.5, 0.5]"
seed0_trained_l0_h_coordinate_128_current_transfer,single,current_ne_previous,2530,0.5,0.33648046157880934,0.5015866606746292,"[0.5, 0.5]"
seed0_trained_l0_h_coordinate_128_previous_iid,up_to_four,all,18617,0.5035746852374738,0.4731491591152548,0.5404163316593649,"[0.49654289381234684, 0.5110197730908013]"
seed0_trained_l0_h_coordinate_128_previous_iid,up_to_four,current_ne_previous,9976,0.4931133416294467,0.45714154695558334,0.4953398673264971,"[0.4848997214314116, 0.5014298653173511]"
seed0_trained_l0_h_coordinate_128_previous_iid,single,all,18617,0.5016286118001783,0.4721918660981983,0.5254741457501444,"[0.4941798526855293, 0.5092428610612855]"
seed0_trained_l0_h_coordinate_128_previous_iid,single,current_ne_previous,9976,0.4944120210039583,0.4587363242850365,0.48937462418284894,"[0.4864221051952983, 0.5030127818622727]"
seed0_trained_l0_h_coordinate_128_previous_transfer,up_to_four,all,4644,0.5,0.34202323604420515,0.5623649042766226,"[0.5, 0.5]"
seed0_trained_l0_h_coordinate_128_previous_transfer,up_to_four,current_ne_previous,2530,0.5,0.3301562086311888,0.4918848103726418,"[0.5, 0.5]"
seed0_trained_l0_h_coordinate_128_previous_transfer,single,all,4644,0.5,0.34202323604420515,0.5460331363013216,"[0.5, 0.5]"
seed0_trained_l0_h_coordinate_128_previous_transfer,single,current_ne_previous,2530,0.5,0.3301562086311888,0.4880814500397212,"[0.5, 0.5]"
seed0_trained_l0_h_coordinate_128_query_iid,up_to_four,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l0_h_coordinate_128_query_iid,single,all,20000,0.8193501993940917,0.792126508139082,,"[0.8158534258017405, 0.8231552134926078]"
seed0_trained_l0_h_coordinate_128_state_iid,up_to_four,all,20000,0.07007657030100972,0.021181723752712524,,"[0.0678703975020852, 0.07209257847919728]"
seed0_trained_l0_h_coordinate_128_state_iid,single,all,20000,0.06835774123089618,0.02046779968794019,,"[0.06623343610088335, 0.07036167397790406]"
seed0_trained_l0_h_coordinate_A_iid,up_to_four,all,20000,0.5199891094379856,0.516417415704845,0.5377075549149672,"[0.5125602529897102, 0.5269186028881648]"
seed0_trained_l0_h_coordinate_A_iid,single,all,20000,0.5115252441719922,0.4536994012557449,0.5261666494036563,"[0.5061511576915235, 0.5173310381651725]"
seed0_trained_l0_h_coordinate_B_iid,up_to_four,all,20000,0.5196483574929424,0.5186941977605641,0.533936991346985,"[0.5118735690439271, 0.5274426484915967]"
seed0_trained_l0_h_coordinate_B_iid,single,all,20000,0.5142533314355948,0.5061330400365818,0.5260868812130456,"[0.5074819269278493, 0.5215034880446042]"
seed0_trained_l0_h_coordinate_C_iid,up_to_four,all,20000,0.5255928957820336,0.4404470680659941,0.5420427236757027,"[0.5205559049566285, 0.5301163682906446]"
seed0_trained_l0_h_coordinate_C_iid,single,all,20000,0.5119758853228885,0.4536677155611323,0.5256447678408356,"[0.5060243886093378, 0.5177950331647295]"
seed0_trained_l0_h_coordinate_D_iid,up_to_four,all,20000,0.5337200650609081,0.5321156041172574,0.5357759291943521,"[0.5252718833179091, 0.5421850188510331]"
seed0_trained_l0_h_coordinate_D_iid,single,all,20000,0.5134856227697797,0.505787902719414,0.5295966259347058,"[0.5061562787968582, 0.520154858290146]"
seed0_trained_l0_h_coordinate_current_iid,up_to_four,all,20000,0.513615613334324,0.4114630595886267,0.5370279224399886,"[0.5091130643001124, 0.5178403601905638]"
seed0_trained_l0_h_coordinate_current_iid,up_to_four,current_ne_previous,9976,0.4946055969825299,0.3917283648384739,0.5080137480746908,"[0.48879175935110336, 0.5004009553937637]"
seed0_trained_l0_h_coordinate_current_iid,single,all,20000,0.5124584135064989,0.48618784274950233,0.5245778758733644,"[0.5056965362433782, 0.519098074140228]"
seed0_trained_l0_h_coordinate_current_iid,single,current_ne_previous,9976,0.4965969857454765,0.47218570682698086,0.4981781509956944,"[0.48794573582041745, 0.5046454203254731]"
seed0_trained_l0_h_coordinate_current_transfer,up_to_four,all,4979,0.5,0.34615889691398555,0.562100357698682,"[0.5, 0.5]"
seed0_trained_l0_h_coordinate_current_transfer,up_to_four,current_ne_previous,2530,0.5,0.33648046157880934,0.5073976452292985,"[0.5, 0.5]"
seed0_trained_l0_h_coordinate_current_transfer,single,all,4979,0.5,0.34615889691398555,0.5411701597824404,"[0.5, 0.5]"
seed0_trained_l0_h_coordinate_current_transfer,single,current_ne_previous,2530,0.5,0.33648046157880934,0.5015866606746292,"[0.5, 0.5]"
seed0_trained_l0_h_coordinate_previous_iid,up_to_four,all,18617,0.5035746852374738,0.4731491591152548,0.5404163316593649,"[0.49699980133250704, 0.5108688279907513]"
seed0_trained_l0_h_coordinate_previous_iid,up_to_four,current_ne_previous,9976,0.4931133416294467,0.45714154695558334,0.4953398673264971,"[0.4847240844554426, 0.5011671680550265]"
seed0_trained_l0_h_coordinate_previous_iid,single,all,18617,0.5016286118001783,0.4721918660981983,0.5254741457501444,"[0.4946464592808612, 0.5100503818591914]"
seed0_trained_l0_h_coordinate_previous_iid,single,current_ne_previous,9976,0.4944120210039583,0.4587363242850365,0.48937462418284894,"[0.4858036504399477, 0.5025981926079715]"
seed0_trained_l0_h_coordinate_previous_transfer,up_to_four,all,4644,0.5,0.34202323604420515,0.5623649042766226,"[0.5, 0.5]"
seed0_trained_l0_h_coordinate_previous_transfer,up_to_four,current_ne_previous,2530,0.5,0.3301562086311888,0.4918848103726418,"[0.5, 0.5]"
seed0_trained_l0_h_coordinate_previous_transfer,single,all,4644,0.5,0.34202323604420515,0.5460331363013216,"[0.5, 0.5]"
seed0_trained_l0_h_coordinate_previous_transfer,single,current_ne_previous,2530,0.5,0.3301562086311888,0.4880814500397212,"[0.5, 0.5]"
seed0_trained_l0_h_coordinate_query_iid,up_to_four,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l0_h_coordinate_query_iid,single,all,20000,0.8193501993940917,0.792126508139082,,"[0.8155782381864404, 0.8228813500556457]"
seed0_trained_l0_h_coordinate_state_iid,up_to_four,all,20000,0.07007657030100972,0.021181723752712524,,"[0.06809502879367436, 0.07199178642213083]"
seed0_trained_l0_h_coordinate_state_iid,single,all,20000,0.06835774123089618,0.02046779968794019,,"[0.06618700147020025, 0.07031892155641084]"
seed0_trained_l0_h_full_A_iid,full,all,20000,0.6208431894911642,0.6208332661433464,0.6680191777279317,"[0.6104591034794247, 0.6300954726761716]"
seed0_trained_l0_h_full_B_iid,full,all,20000,0.6144552836833503,0.6144693517604567,0.6542285713119259,"[0.6036883976355961, 0.623602440682882]"
seed0_trained_l0_h_full_C_iid,full,all,20000,0.6160639215770474,0.6144397162119473,0.6635080346338946,"[0.6066744772093491, 0.6259292888189387]"
seed0_trained_l0_h_full_D_iid,full,all,20000,0.6232448230691932,0.6232988059411768,0.6741690867440322,"[0.6125801256777513, 0.6325266394841371]"
seed0_trained_l0_h_full_current_iid,full,all,20000,0.597753800912629,0.5975609564888811,0.6381263174927813,"[0.5900204927540691, 0.6049675961962045]"
seed0_trained_l0_h_full_current_iid,full,current_ne_previous,9976,0.49691034088022407,0.49686335921122293,0.5017430278884463,"[0.4877153396316858, 0.5074129147935647]"
seed0_trained_l0_h_full_current_transfer,full,all,4979,0.5,0.3199945370117454,0.604831846646162,"[0.5, 0.5]"
seed0_trained_l0_h_full_current_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.500154072033207,"[0.5, 0.5]"
seed0_trained_l0_h_full_previous_iid,full,all,18617,0.5994276614590857,0.5994379901284812,0.6339140780893504,"[0.5917085707814518, 0.6067272507078778]"
seed0_trained_l0_h_full_previous_iid,full,current_ne_previous,9976,0.5016314885735509,0.5015987961593917,0.4989206611809421,"[0.49196587752722937, 0.5112027829230683]"
seed0_trained_l0_h_full_previous_transfer,full,all,4644,0.5,0.32441082339249344,0.5917649659497476,"[0.5, 0.5]"
seed0_trained_l0_h_full_previous_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.49899087506039436,"[0.5, 0.5]"
seed0_trained_l0_h_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l0_h_full_state_iid,full,all,20000,0.10975776854851917,0.03582562226748533,,"[0.10801908731783606, 0.11163291066698121]"
seed0_trained_l0_h_random_128_A_iid,up_to_four,all,20000,0.5292651420300285,0.5284656954858566,0.5276243852448821,"[0.5217370294849103, 0.5364352374389475]"
seed0_trained_l0_h_random_128_A_iid,single,all,20000,0.5122697208770939,0.4910643422024491,0.5217147998335183,"[0.5061402953358802, 0.5183966861273015]"
seed0_trained_l0_h_random_128_B_iid,up_to_four,all,20000,0.538354796830179,0.5243723226363836,0.5359440258942039,"[0.5308994967541701, 0.5454198021820625]"
seed0_trained_l0_h_random_128_B_iid,single,all,20000,0.5161571404304589,0.46665008601065877,0.517031305560283,"[0.5106206999778752, 0.5213360522798564]"
seed0_trained_l0_h_random_128_C_iid,up_to_four,all,20000,0.5352198678765561,0.5068455781939517,0.5687460335300708,"[0.5279361508116371, 0.5425745459115511]"
seed0_trained_l0_h_random_128_C_iid,single,all,20000,0.5,0.3347303994943951,0.5194591673343515,"[0.5, 0.5]"
seed0_trained_l0_h_random_128_D_iid,up_to_four,all,20000,0.5136897391924039,0.4987196800708307,0.5277557179034135,"[0.5065330849342915, 0.520384095167266]"
seed0_trained_l0_h_random_128_D_iid,single,all,20000,0.5136897391924039,0.4987196800708307,0.5277557179034135,"[0.5065330849342915, 0.520384095167266]"
seed0_trained_l0_h_random_128_current_iid,up_to_four,all,20000,0.5076308893648749,0.4833788910460146,0.5162289209161647,"[0.500014563822758, 0.5148480149443112]"
seed0_trained_l0_h_random_128_current_iid,up_to_four,current_ne_previous,9976,0.5063309313191142,0.4790066377456128,0.5042535668464158,"[0.4981693651493585, 0.5150702362587563]"
seed0_trained_l0_h_random_128_current_iid,single,all,20000,0.5050502688950324,0.47601133035803445,0.5068279633859508,"[0.4980298026637935, 0.511907830234161]"
seed0_trained_l0_h_random_128_current_iid,single,current_ne_previous,9976,0.5096883651833344,0.4762705591912643,0.5060215152304423,"[0.5016332859309687, 0.5184350464974116]"
seed0_trained_l0_h_random_128_current_transfer,up_to_four,all,4979,0.5,0.34615889691398555,0.5539632469947288,"[0.5, 0.5]"
seed0_trained_l0_h_random_128_current_transfer,up_to_four,current_ne_previous,2530,0.5,0.33648046157880934,0.49901775172338786,"[0.5, 0.5]"
seed0_trained_l0_h_random_128_current_transfer,single,all,4979,0.5,0.34615889691398555,0.5526371777360257,"[0.5, 0.5]"
seed0_trained_l0_h_random_128_current_transfer,single,current_ne_previous,2530,0.5,0.33648046157880934,0.5041505693164765,"[0.5, 0.5]"
seed0_trained_l0_h_random_128_previous_iid,up_to_four,all,18617,0.5153562035500324,0.5149361700841029,0.5160077545024924,"[0.5074195934018307, 0.5241072404623618]"
seed0_trained_l0_h_random_128_previous_iid,up_to_four,current_ne_previous,9976,0.49425671004440674,0.4932110259998352,0.48839838386566725,"[0.48482685488457183, 0.5034665354964435]"
seed0_trained_l0_h_random_128_previous_iid,single,all,18617,0.5016032199498883,0.47249344726008,0.5140266128299397,"[0.49369796390900156, 0.5090882002396186]"
seed0_trained_l0_h_random_128_previous_iid,single,current_ne_previous,9976,0.4954054645019599,0.46021036311071617,0.4916806542996698,"[0.48692099168477027, 0.5031683754110907]"
seed0_trained_l0_h_random_128_previous_transfer,up_to_four,all,4644,0.5841234428464748,0.5756591797191843,0.6126710407525607,"[0.5699313205012034, 0.5980737538405064]"
seed0_trained_l0_h_random_128_previous_transfer,up_to_four,current_ne_previous,2530,0.49834333499385275,0.4882559339525284,0.49315988926814847,"[0.47874567252579237, 0.516875126534823]"
seed0_trained_l0_h_random_128_previous_transfer,single,all,4644,0.5,0.34202323604420515,0.5423293121960462,"[0.5, 0.5]"
seed0_trained_l0_h_random_128_previous_transfer,single,current_ne_previous,2530,0.5,0.3301562086311888,0.49584943068352355,"[0.5, 0.5]"
seed0_trained_l0_h_random_128_query_iid,up_to_four,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l0_h_random_128_query_iid,single,all,20000,0.9990968067081984,0.9990980063572061,,"[0.9986418945261631, 0.9995006501871089]"
seed0_trained_l0_h_random_128_state_iid,up_to_four,all,20000,0.07161265053651228,0.02145014265622945,,"[0.06993958186975409, 0.07329779927843326]"
seed0_trained_l0_h_random_128_state_iid,single,all,20000,0.06318334025268678,0.013457118003499361,,"[0.06262864274469648, 0.06373396096781428]"
seed0_trained_l0_h_random_A_iid,up_to_four,all,20000,0.5224137940872333,0.5179725196992881,0.5381736111467733,"[0.5153815740590155, 0.5299713717700807]"
seed0_trained_l0_h_random_A_iid,single,all,20000,0.5019474167203902,0.4974969147631606,0.5122082016947461,"[0.49537361506105854, 0.5090570395148012]"
seed0_trained_l0_h_random_B_iid,up_to_four,all,20000,0.5745576070627891,0.5745658318826046,0.5989159555884369,"[0.5655643572523043, 0.5832155544907835]"
seed0_trained_l0_h_random_B_iid,single,all,20000,0.5089264486519519,0.48499825844046374,0.5193265631406568,"[0.5022382076897103, 0.5153138782221309]"
seed0_trained_l0_h_random_C_iid,up_to_four,all,20000,0.5315217210971104,0.48523107177974434,0.5477672608825844,"[0.5256955954720247, 0.537658651152109]"
seed0_trained_l0_h_random_C_iid,single,all,20000,0.5112378510303074,0.46536721509222345,0.5305643080973884,"[0.505287304825577, 0.5173314361981876]"
seed0_trained_l0_h_random_D_iid,up_to_four,all,20000,0.5206266534391535,0.5183614578909879,0.5320720632709641,"[0.5136664266831587, 0.5278452234429881]"
seed0_trained_l0_h_random_D_iid,single,all,20000,0.5109585204667568,0.49419596431801915,0.5244845779949038,"[0.5046999256033983, 0.5180795225152113]"
seed0_trained_l0_h_random_current_iid,up_to_four,all,20000,0.527218496109413,0.4732020672430245,0.5409611748368567,"[0.5213336933725757, 0.5331926031098423]"
seed0_trained_l0_h_random_current_iid,up_to_four,current_ne_previous,9976,0.5036721556067899,0.4450753792231877,0.5057065523217863,"[0.49610671051693317, 0.5111117993654151]"
seed0_trained_l0_h_random_current_iid,single,all,20000,0.5090662399020243,0.48477353121093647,0.5226378667521989,"[0.5022939407889159, 0.51622874410452]"
seed0_trained_l0_h_random_current_iid,single,current_ne_previous,9976,0.49922135509616095,0.4756060158630228,0.49863439703655116,"[0.4905018705151693, 0.5082915435650458]"
seed0_trained_l0_h_random_current_transfer,up_to_four,all,4979,0.5,0.3199945370117454,0.5594514574456441,"[0.5, 0.5]"
seed0_trained_l0_h_random_current_transfer,up_to_four,current_ne_previous,2530,0.5,0.3301562086311888,0.49668635746836837,"[0.5, 0.5]"
seed0_trained_l0_h_random_current_transfer,single,all,4979,0.5,0.3199945370117454,0.565111133994846,"[0.5, 0.5]"
seed0_trained_l0_h_random_current_transfer,single,current_ne_previous,2530,0.5,0.3301562086311888,0.49354116285945193,"[0.5, 0.5]"
seed0_trained_l0_h_random_previous_iid,up_to_four,all,18617,0.508528642157238,0.49687473808326477,0.5265952900484847,"[0.5014588756216767, 0.516573056787778]"
seed0_trained_l0_h_random_previous_iid,up_to_four,current_ne_previous,9976,0.4976605281858844,0.48278370108522417,0.5001737199708028,"[0.4883798087376206, 0.5067644045475744]"
seed0_trained_l0_h_random_previous_iid,single,all,18617,0.5045469887216999,0.48021107698362764,0.5279830430013698,"[0.4973789538369887, 0.5124882488287217]"
seed0_trained_l0_h_random_previous_iid,single,current_ne_previous,9976,0.49727401933830456,0.46810401482291786,0.5008053741450662,"[0.48922760215373295, 0.5059925595349754]"
seed0_trained_l0_h_random_previous_transfer,up_to_four,all,4644,0.512776925334651,0.40837867772163056,0.5563995155315963,"[0.5056243586391087, 0.5202099224084674]"
seed0_trained_l0_h_random_previous_transfer,up_to_four,current_ne_previous,2530,0.5001453214917673,0.38585897817129194,0.4989739990161891,"[0.49070891980644743, 0.5097058495030099]"
seed0_trained_l0_h_random_previous_transfer,single,all,4644,0.5,0.32441082339249344,0.5691950171087193,"[0.5, 0.5]"
seed0_trained_l0_h_random_previous_transfer,single,current_ne_previous,2530,0.5,0.33648046157880934,0.5064588371405481,"[0.5, 0.5]"
seed0_trained_l0_h_random_query_iid,up_to_four,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l0_h_random_query_iid,single,all,20000,0.9659431886377275,0.9657245068965086,,"[0.9627808484461788, 0.96889929977789]"
seed0_trained_l0_h_random_state_iid,up_to_four,all,20000,0.07391551307141066,0.022166777538899507,,"[0.0716597425115048, 0.07622970128927226]"
seed0_trained_l0_h_random_state_iid,single,all,20000,0.06682780807542106,0.019870543859454932,,"[0.06497384502728423, 0.06873457807772775]"
seed0_trained_l0_h_shuffled_A_iid,full,all,20000,0.5,0.3260774337028675,0.490662953753021,"[0.5, 0.5]"
seed0_trained_l0_h_shuffled_B_iid,full,all,20000,0.5057792500549549,0.4501292257139726,0.5273551015837097,"[0.49994127448442743, 0.511090055855154]"
seed0_trained_l0_h_shuffled_C_iid,full,all,20000,0.4998359034870094,0.3395066176888998,0.5053939290850454,"[0.4988092036704178, 0.5009893154707565]"
seed0_trained_l0_h_shuffled_D_iid,full,all,20000,0.4957310187748657,0.43460605017928516,0.49354934426397606,"[0.4904460985656624, 0.5007501541624577]"
seed0_trained_l0_h_shuffled_current_iid,full,all,20000,0.49468903487308513,0.3783667384863828,0.4882488431204378,"[0.4909699521712845, 0.4983932472176051]"
seed0_trained_l0_h_shuffled_current_iid,full,current_ne_previous,9976,0.49573345037927385,0.3716504529661653,0.5069116190604812,"[0.4905775469137055, 0.5005463058776204]"
