task,size,subset,positions,balanced_accuracy,macro_f1,auroc,ci95
seed0_trained_l1_h_full_previous_iid,full,all,18617,0.6902211238716995,0.6900327835981173,0.7361119800227683,"[0.6823229656612951, 0.6977312346450687]"
seed0_trained_l1_h_full_previous_iid,full,current_ne_previous,9976,0.5107039959612719,0.5087934746954317,0.508853488387049,"[0.5014711912013422, 0.5202946287627994]"
seed0_trained_l1_h_full_previous_transfer,full,all,4644,0.5002242152466367,0.3425199313498135,0.7256238831034214,"[0.5, 0.5006840023290763]"
seed0_trained_l1_h_full_previous_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.4853300297955936,"[0.5, 0.5]"
seed0_trained_l1_h_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l1_h_full_state_iid,full,all,20000,0.11839775362782029,0.06768624489785596,,"[0.11563193055000907, 0.1210530291925168]"
seed0_trained_l1_h_shuffled_A_iid,full,all,20000,0.5,0.3260774337028675,0.49994907186718834,"[0.5, 0.5]"
seed0_trained_l1_h_shuffled_B_iid,full,all,20000,0.49757654100660087,0.40115399972906507,0.49717386529141466,"[0.4930058787723355, 0.5021641792849681]"
seed0_trained_l1_h_shuffled_C_iid,full,all,20000,0.5,0.3347303994943951,0.514637935979679,"[0.5, 0.5]"
seed0_trained_l1_h_shuffled_D_iid,full,all,20000,0.5,0.34141201264488935,0.4593447630519154,"[0.5, 0.5]"
seed0_trained_l1_h_shuffled_current_iid,full,all,20000,0.5245913570551959,0.43882509877218145,0.5870132622802657,"[0.5204559569202412, 0.5288263663509024]"
seed0_trained_l1_h_shuffled_current_iid,full,current_ne_previous,9976,0.5066757988224664,0.415651358950328,0.49322628774651195,"[0.5000432089331198, 0.5122445864075215]"
seed0_trained_l1_h_shuffled_current_transfer,full,all,4979,0.5,0.3199945370117454,0.3378173580037266,"[0.5, 0.5]"
seed0_trained_l1_h_shuffled_current_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.4528711464021836,"[0.5, 0.5]"
seed0_trained_l1_h_shuffled_previous_iid,full,all,18617,0.5187549818082808,0.46138063635630444,0.5219339744919869,"[0.5133213402959722, 0.5242460296518571]"
seed0_trained_l1_h_shuffled_previous_iid,full,current_ne_previous,9976,0.5088405860014341,0.4472948808861764,0.48508725389000895,"[0.5017294331097409, 0.5167258559068729]"
seed0_trained_l1_h_shuffled_previous_transfer,full,all,4644,0.5,0.32441082339249344,0.47824907768956126,"[0.5, 0.5]"
seed0_trained_l1_h_shuffled_previous_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.49312176190901813,"[0.5, 0.5]"
seed0_trained_l1_h_shuffled_query_iid,full,all,20000,0.41441193778811564,0.30111908133166315,,"[0.4101405905468589, 0.418414242932481]"
seed0_trained_l1_h_shuffled_state_iid,full,all,20000,0.06249866103207323,0.012757059031717038,,"[0.06200956972341251, 0.06297846631766034]"
seed0_trained_l1_m_full_A_iid,full,all,20000,0.5841990640415239,0.582905508130839,0.6301177755740787,"[0.5761986614781047, 0.592445504871176]"
seed0_trained_l1_m_full_B_iid,full,all,20000,0.576886746159281,0.5474822108425034,0.627186928787257,"[0.5703804999068336, 0.5844302780501778]"
seed0_trained_l1_m_full_C_iid,full,all,20000,0.5781048649820911,0.5678136434609804,0.6279974852201884,"[0.5708471334641412, 0.5863090486339628]"
seed0_trained_l1_m_full_D_iid,full,all,20000,0.5923436154177433,0.5923231648665546,0.6428750170631076,"[0.5836187024902445, 0.6000110759447337]"
seed0_trained_l1_m_full_current_iid,full,all,20000,0.7144978330826721,0.7145990486593223,0.7720527614424508,"[0.708344612314653, 0.7211314999383642]"
seed0_trained_l1_m_full_current_iid,full,current_ne_previous,9976,0.5084056831592114,0.5083004849760075,0.5448607507017933,"[0.49891013833843445, 0.5182838057623569]"
seed0_trained_l1_m_full_current_transfer,full,all,4979,0.71748563991666,0.7179692038331371,0.786118953107989,"[0.7047004526790555, 0.7302441884173776]"
seed0_trained_l1_m_full_current_transfer,full,current_ne_previous,2530,0.523084553356739,0.5224350494279293,0.5565800633914223,"[0.5044268480771187, 0.5415269236337912]"
seed0_trained_l1_m_full_previous_iid,full,all,18617,0.691028005051581,0.6909801590807478,0.7366613284891365,"[0.6837058436490164, 0.6984328652567323]"
seed0_trained_l1_m_full_previous_iid,full,current_ne_previous,9976,0.5135538556026098,0.5121581181329371,0.5336163015412121,"[0.5035351878711314, 0.5239095785302256]"
seed0_trained_l1_m_full_previous_transfer,full,all,4644,0.542217483216365,0.46165890276461197,0.721186018776866,"[0.5327953115749874, 0.5518721958220666]"
seed0_trained_l1_m_full_previous_transfer,full,current_ne_previous,2530,0.4794190390530414,0.3684335992815425,0.48714826729903915,"[0.46866808184509123, 0.4906257034490178]"
seed0_trained_l1_m_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l1_m_full_state_iid,full,all,20000,0.09302327319258775,0.03923908093321035,,"[0.0907577645605781, 0.09520388279216985]"
seed0_trained_l1_m_shuffled_A_iid,full,all,20000,0.49566484217319084,0.44777240502623616,0.4897230631745794,"[0.4900949315490581, 0.5014530958689849]"
seed0_trained_l1_m_shuffled_B_iid,full,all,20000,0.520436497993686,0.46513805726609725,0.508957228198195,"[0.5150359829002333, 0.5256844775965983]"
seed0_trained_l1_m_shuffled_C_iid,full,all,20000,0.498974214286565,0.3367519315418229,0.4786259966658077,"[0.49810027776914306, 0.49988307311624736]"
seed0_trained_l1_m_shuffled_D_iid,full,all,20000,0.5100962327222017,0.4344941108567807,0.5377046311196475,"[0.5051594332665799, 0.5152880726798602]"
seed0_trained_l1_m_shuffled_current_iid,full,all,20000,0.5,0.33967247754886426,0.28349593286655683,"[0.5, 0.5]"
seed0_trained_l1_m_shuffled_current_iid,full,current_ne_previous,9976,0.5,0.3347559349159776,0.49496967738408754,"[0.5, 0.5]"
seed0_trained_l1_m_shuffled_current_transfer,full,all,4979,0.5,0.34615889691398555,0.6125667649156076,"[0.5, 0.5]"
seed0_trained_l1_m_shuffled_current_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.5516503833674709,"[0.5, 0.5]"
seed0_trained_l1_m_shuffled_previous_iid,full,all,18617,0.5784610714298498,0.5444115474195441,0.6053415146129002,"[0.5722300956707067, 0.5853428245642388]"
seed0_trained_l1_m_shuffled_previous_iid,full,current_ne_previous,9976,0.49221909778159356,0.4400050206181487,0.4862337976584381,"[0.48402919255576027, 0.500520839342865]"
seed0_trained_l1_m_shuffled_previous_transfer,full,all,4644,0.35499905261163395,0.34533493447501695,0.3576199746620053,"[0.34014896198587746, 0.36994555491477266]"
seed0_trained_l1_m_shuffled_previous_transfer,full,current_ne_previous,2530,0.5304540718456955,0.5155886790129158,0.5456581375972638,"[0.5114223758470072, 0.5487304634812031]"
seed0_trained_l1_m_shuffled_query_iid,full,all,20000,0.31668531712601955,0.2987731413842448,,"[0.30989830070529106, 0.32347390866806275]"
seed0_trained_l1_m_shuffled_state_iid,full,all,20000,0.0631266167023346,0.014235560292348239,,"[0.06245602071061206, 0.0638240504345471]"
seed0_trained_l1_u_full_A_iid,full,all,20000,0.6207590567162815,0.6207787939501577,0.6661806395994877,"[0.6107545871663413, 0.6306576934663034]"
seed0_trained_l1_u_full_B_iid,full,all,20000,0.6114651848509878,0.6114595454563485,0.652880755394906,"[0.6013476177917153, 0.6223463341318209]"
seed0_trained_l1_u_full_C_iid,full,all,20000,0.6220720750406583,0.6191762867609504,0.6690585249328546,"[0.6116786702989058, 0.6317814266643462]"
seed0_trained_l1_u_full_D_iid,full,all,20000,0.6319346712091383,0.6319256220609684,0.683152121929602,"[0.6219200995637637, 0.6418519157111813]"
seed0_trained_l1_u_full_current_iid,full,all,20000,0.7138906894934934,0.7139197300203036,0.7602678265460504,"[0.7079919025936517, 0.7197734690056267]"
seed0_trained_l1_u_full_current_iid,full,current_ne_previous,9976,0.5068635064262723,0.5068510667116443,0.5231055198093824,"[0.49706381273301614, 0.516853088553571]"
seed0_trained_l1_u_full_current_transfer,full,all,4979,0.7276347652290716,0.7272648478973499,0.7753505906918033,"[0.7147034319160878, 0.739365851603206]"
seed0_trained_l1_u_full_current_transfer,full,current_ne_previous,2530,0.533326437073294,0.5332009246837667,0.5438680268341604,"[0.5135891260429299, 0.551992757024015]"
seed0_trained_l1_u_full_previous_iid,full,all,18617,0.6894699627343708,0.6894443446412108,0.7200323454529478,"[0.6820688637538334, 0.6967573196639001]"
seed0_trained_l1_u_full_previous_iid,full,current_ne_previous,9976,0.5054892616780657,0.5044237156973581,0.4865250860962928,"[0.49543545842459397, 0.515677067339435]"
seed0_trained_l1_u_full_previous_transfer,full,all,4644,0.6727560827905974,0.6705345999877245,0.712677542437426,"[0.6582079612120818, 0.6879293280006212]"
seed0_trained_l1_u_full_previous_transfer,full,current_ne_previous,2530,0.4999359335358875,0.4897586489013558,0.4587852623381072,"[0.4821894534092228, 0.5187630371616883]"
seed0_trained_l1_u_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l1_u_full_state_iid,full,all,20000,0.10994878390169024,0.04929826535802807,,"[0.10765452272112318, 0.1121833539943789]"
seed0_trained_l1_u_shuffled_A_iid,full,all,20000,0.5220463457320388,0.43494996712281486,0.5540998768605299,"[0.5173356005262396, 0.5268210693782567]"
seed0_trained_l1_u_shuffled_B_iid,full,all,20000,0.5055323732783267,0.43545067179872465,0.5048470880948237,"[0.4989488572698748, 0.5120770332496903]"
seed0_trained_l1_u_shuffled_C_iid,full,all,20000,0.49976542568974563,0.33658037491576637,0.50492759057607,"[0.499018840611415, 0.5004258799047159]"
seed0_trained_l1_u_shuffled_D_iid,full,all,20000,0.5,0.3250539956803456,0.4369933438659971,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_current_iid,full,all,20000,0.5,0.33967247754886426,0.42850653045662196,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_current_iid,full,current_ne_previous,9976,0.5,0.3347559349159776,0.5014295923650033,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_current_transfer,full,all,4979,0.5,0.34615889691398555,0.37486099750200286,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_current_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.4668682624737406,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_previous_iid,full,all,18617,0.5,0.33839155620313444,0.3146045863062525,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_previous_iid,full,current_ne_previous,9976,0.5,0.331904634342352,0.5165887700208046,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_previous_transfer,full,all,4644,0.5,0.32441082339249344,0.5563071916065107,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_previous_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.49478436478257093,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_query_iid,full,all,20000,0.22035687528099482,0.1533206014681678,,"[0.21458494844100215, 0.2263159470123461]"
seed0_trained_l1_u_shuffled_state_iid,full,all,20000,0.06251582416640726,0.011318665149898268,,"[0.062377000018561654, 0.06266983015287621]"
seed0_trained_l2_h_full_A_iid,full,all,20000,0.6346544336240556,0.634628793951911,0.7014573634527166,"[0.6260184067555837, 0.6431852393930676]"
seed0_trained_l2_h_full_B_iid,full,all,20000,0.622083147682104,0.6156522892316207,0.687794106769563,"[0.6143086677416972, 0.6296705511238225]"
seed0_trained_l2_h_full_C_iid,full,all,20000,0.6281985231993858,0.6264865436659358,0.6955841577352205,"[0.6205759561514266, 0.6366399275095088]"
seed0_trained_l2_h_full_D_iid,full,all,20000,0.6303457994955088,0.6303998956642503,0.7033522978157941,"[0.6219279113943414, 0.6388318492584835]"
seed0_trained_l2_h_full_current_iid,full,all,20000,0.8530703706882636,0.8532408590517024,0.9496964161954492,"[0.8489521065921691, 0.8576870769859483]"
seed0_trained_l2_h_full_current_iid,full,current_ne_previous,9976,0.8225102817141442,0.8225329785263288,0.9252309567219419,"[0.8153835745003903, 0.8292743495396012]"
seed0_trained_l2_h_full_current_transfer,full,all,4979,0.835776522842393,0.8382245600608428,0.9477135262950305,"[0.8248832955294415, 0.8457514026648096]"
seed0_trained_l2_h_full_current_transfer,full,current_ne_previous,2530,0.7893044632136613,0.7863833113401192,0.9024152119412389,"[0.7731254223292362, 0.8039567001400209]"
seed0_trained_l2_h_full_previous_iid,full,all,18617,0.7511344579879193,0.7503313283207109,0.8361232152525693,"[0.744543113369339, 0.7578865876268281]"
seed0_trained_l2_h_full_previous_iid,full,current_ne_previous,9976,0.6906614060304384,0.6904770671818637,0.7896643450411429,"[0.6808869013879267, 0.7006686464940001]"
seed0_trained_l2_h_full_previous_transfer,full,all,4644,0.5002071251035626,0.32487210282742895,0.7886530738108418,"[0.5, 0.5006356066977186]"
seed0_trained_l2_h_full_previous_transfer,full,current_ne_previous,2530,0.5004009623095429,0.3373700123765706,0.7807708101938807,"[0.5, 0.5012976838434533]"
seed0_trained_l2_h_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l2_h_full_state_iid,full,all,20000,0.11995783394647831,0.06211028079978892,,"[0.11745131856454112, 0.12226055152330398]"
seed0_trained_l2_h_shuffled_A_iid,full,all,20000,0.5777830102367498,0.5410541535546085,0.6000967949852402,"[0.5721953838859791, 0.583314192039407]"
seed0_trained_l2_h_shuffled_B_iid,full,all,20000,0.5274944800946393,0.5060616728729602,0.5704281747080666,"[0.5207547532364264, 0.5341268580904773]"
seed0_trained_l2_h_shuffled_C_iid,full,all,20000,0.5009327970227139,0.3405321834804881,0.5183725842078672,"[0.49993265580878854, 0.5019466311157499]"
seed0_trained_l2_h_shuffled_D_iid,full,all,20000,0.5026054484024445,0.43858892812363676,0.4564178493082472,"[0.49753486422271515, 0.5077515394015598]"
seed0_trained_l2_h_shuffled_current_iid,full,all,20000,0.5534789175533754,0.4553687968309893,0.6220162551626821,"[0.5498232751146149, 0.5572066329313792]"
seed0_trained_l2_h_shuffled_current_iid,full,current_ne_previous,9976,0.540572335355913,0.420643049469405,0.6015332937820952,"[0.5362422197268066, 0.5447958528830458]"
seed0_trained_l2_h_shuffled_current_transfer,full,all,4979,0.5,0.34615889691398555,0.39286380442955704,"[0.5, 0.5]"
seed0_trained_l2_h_shuffled_current_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.26460762259664816,"[0.5, 0.5]"
seed0_trained_l2_h_shuffled_previous_iid,full,all,18617,0.5,0.33839155620313444,0.4998848764222871,"[0.5, 0.5]"
seed0_trained_l2_h_shuffled_previous_iid,full,current_ne_previous,9976,0.5,0.331904634342352,0.3451200846332185,"[0.5, 0.5]"
seed0_trained_l2_h_shuffled_previous_transfer,full,all,4644,0.4760264302777891,0.4365608808432796,0.4254314332314117,"[0.46331631571538856, 0.4901901195477759]"
seed0_trained_l2_h_shuffled_previous_transfer,full,current_ne_previous,2530,0.44570101525031863,0.4072116092190857,0.3581534107422897,"[0.42742140037439386, 0.46343297297608654]"
seed0_trained_l2_h_shuffled_query_iid,full,all,20000,0.22486677094984578,0.2200679078096069,,"[0.21856165707202715, 0.2307786791758479]"
seed0_trained_l2_h_shuffled_state_iid,full,all,20000,0.0625,0.011161832339146669,,"[0.0625, 0.0625]"
seed0_trained_l2_m_full_A_iid,full,all,20000,0.6008706973898799,0.5921475206612823,0.6659263543061841,"[0.594566856248547, 0.6074741389824994]"
seed0_trained_l2_m_full_B_iid,full,all,20000,0.5895435237193027,0.5895319172814815,0.6523167472271592,"[0.5819147879815422, 0.5964561361072024]"
seed0_trained_l2_m_full_C_iid,full,all,20000,0.5912926484052152,0.5894903262005597,0.6481157737150588,"[0.584201757256913, 0.5988427024226994]"
seed0_trained_l2_m_full_D_iid,full,all,20000,0.5888387089331857,0.5883389571532719,0.6241149714589486,"[0.5812745596072271, 0.5964621733347022]"
seed0_trained_l2_m_full_current_iid,full,all,20000,0.8477480361310885,0.8471479636287454,0.9490274613375318,"[0.8428982326867351, 0.8523741570788906]"
seed0_trained_l2_m_full_current_iid,full,current_ne_previous,9976,0.8363390666550907,0.8361688626621588,0.9307193341243581,"[0.829497903499236, 0.8427959097166666]"
